timestamp,P2,A2,D2
03-04-2019 23:00:13:306,1.33,1.67,2.67
03-04-2019 23:00:13:329,1.33,1.67,2.67
03-04-2019 23:00:13:341,1.33,1.67,2.67
03-04-2019 23:00:13:351,1.33,1.67,2.67
03-04-2019 23:00:13:363,1.33,1.67,2.67
03-04-2019 23:00:13:375,1.33,1.67,2.67
03-04-2019 23:00:13:385,1.33,1.67,2.67
03-04-2019 23:00:13:396,1.33,1.67,2.67
03-04-2019 23:00:13:410,1.33,1.67,2.67
03-04-2019 23:00:13:419,1.33,1.67,2.67
03-04-2019 23:00:13:442,1.33,1.67,2.67
03-04-2019 23:00:13:453,1.33,1.67,2.67
03-04-2019 23:00:13:463,1.33,1.67,2.67
03-04-2019 23:00:13:475,1.33,1.67,2.67
03-04-2019 23:00:13:487,1.33,1.67,2.67
03-04-2019 23:00:13:499,1.33,1.67,2.67
03-04-2019 23:00:13:511,1.33,1.67,2.67
03-04-2019 23:00:13:522,1.33,1.67,2.67
03-04-2019 23:00:13:534,1.33,1.67,2.67
03-04-2019 23:00:13:545,1.33,1.67,2.67
03-04-2019 23:00:13:557,1.33,1.67,2.67
03-04-2019 23:00:13:569,1.33,1.67,2.67
03-04-2019 23:00:13:579,1.33,1.67,2.67
03-04-2019 23:00:13:590,1.33,1.67,2.67
03-04-2019 23:00:13:601,1.33,1.67,2.67
03-04-2019 23:00:13:611,1.33,1.67,2.67
03-04-2019 23:00:13:656,1.33,1.67,2.67
03-04-2019 23:00:13:667,1.33,1.67,2.67
03-04-2019 23:00:13:677,1.33,1.67,2.67
03-04-2019 23:00:13:688,1.33,1.67,2.67
03-04-2019 23:00:13:701,1.33,1.67,2.67
03-04-2019 23:00:13:715,1.33,1.67,2.67
03-04-2019 23:00:13:727,1.33,1.67,2.67
03-04-2019 23:00:13:739,1.33,1.67,2.67
03-04-2019 23:00:13:750,1.33,1.67,2.67
03-04-2019 23:00:13:763,1.33,1.67,2.67
03-04-2019 23:00:13:777,1.33,1.67,2.67
03-04-2019 23:00:13:787,1.33,1.67,2.67
03-04-2019 23:00:13:801,1.33,1.67,2.67
03-04-2019 23:00:13:811,1.33,1.67,2.67
03-04-2019 23:00:13:821,1.33,1.67,2.67
03-04-2019 23:00:13:834,1.33,1.67,2.67
03-04-2019 23:00:13:845,1.33,1.67,2.67
03-04-2019 23:00:13:857,1.33,1.67,2.67
03-04-2019 23:00:13:867,1.33,1.67,2.67
03-04-2019 23:00:13:881,1.33,1.67,2.67
03-04-2019 23:00:13:891,1.33,1.67,2.67
03-04-2019 23:00:13:902,1.33,1.67,2.67
03-04-2019 23:00:13:912,1.33,1.67,2.67
03-04-2019 23:00:13:924,1.33,1.67,2.67
03-04-2019 23:00:13:934,1.33,1.67,2.67
03-04-2019 23:00:13:945,1.33,1.67,2.67
03-04-2019 23:00:13:957,1.33,1.67,2.67
03-04-2019 23:00:13:967,1.33,1.67,2.67
03-04-2019 23:00:13:977,1.33,1.67,2.67
03-04-2019 23:00:13:987,1.33,1.67,2.67
03-04-2019 23:00:13:999,1.33,1.67,2.67
03-04-2019 23:00:14:8,1.33,1.67,2.67
03-04-2019 23:00:14:19,1.33,1.67,2.67
03-04-2019 23:00:14:30,1.33,1.67,2.67
03-04-2019 23:00:14:40,1.33,1.67,2.67
03-04-2019 23:00:14:51,1.33,1.67,2.67
03-04-2019 23:00:14:62,1.33,1.67,2.67
03-04-2019 23:00:14:75,1.33,1.67,2.67
03-04-2019 23:00:14:85,1.33,1.67,2.67
03-04-2019 23:00:14:97,1.33,1.67,2.67
03-04-2019 23:00:14:107,1.33,1.67,2.67
03-04-2019 23:00:14:119,1.33,1.67,2.67
03-04-2019 23:00:14:130,1.33,1.67,2.67
03-04-2019 23:00:14:140,1.33,1.67,2.67
03-04-2019 23:00:14:151,1.33,1.67,2.67
03-04-2019 23:00:14:164,1.33,1.67,2.67
03-04-2019 23:00:14:176,1.33,1.67,2.67
03-04-2019 23:00:14:187,1.33,1.67,2.67
03-04-2019 23:00:14:199,1.33,1.67,2.67
03-04-2019 23:00:14:211,1.33,1.67,2.67
03-04-2019 23:00:14:223,1.33,1.67,2.67
03-04-2019 23:00:14:235,1.33,1.67,2.67
03-04-2019 23:00:14:255,1.33,1.67,2.67
03-04-2019 23:00:14:267,1.33,1.67,2.67
03-04-2019 23:00:14:281,1.33,1.67,2.67
03-04-2019 23:00:14:296,1.33,1.67,2.67
03-04-2019 23:00:14:307,1.33,1.67,2.67
03-04-2019 23:00:14:318,1.33,1.67,2.67
03-04-2019 23:00:14:332,1.33,1.67,2.67
03-04-2019 23:00:14:343,1.33,1.67,2.67
03-04-2019 23:00:14:353,1.33,1.67,2.67
03-04-2019 23:00:14:369,1.33,1.67,2.67
03-04-2019 23:00:14:381,1.33,1.67,2.67
03-04-2019 23:00:14:394,1.33,1.67,2.67
03-04-2019 23:00:14:417,1.33,1.67,2.67
03-04-2019 23:00:14:427,1.33,1.67,2.67
03-04-2019 23:00:14:438,1.33,1.67,2.67
03-04-2019 23:00:14:460,1.33,1.67,2.67
03-04-2019 23:00:14:473,1.33,1.67,2.67
03-04-2019 23:00:14:485,1.33,1.67,2.67
03-04-2019 23:00:14:495,1.33,1.67,2.67
03-04-2019 23:00:14:505,1.33,1.67,2.67
03-04-2019 23:00:14:518,1.33,1.67,2.67
03-04-2019 23:00:14:542,1.33,1.67,2.67
03-04-2019 23:00:14:558,1.33,1.67,2.67
03-04-2019 23:00:14:570,1.33,1.67,2.67
03-04-2019 23:00:14:580,1.33,1.67,2.67
03-04-2019 23:00:14:592,1.33,1.67,2.67
03-04-2019 23:00:14:603,1.33,1.67,2.67
03-04-2019 23:00:14:613,1.33,1.67,2.67
03-04-2019 23:00:14:625,1.33,1.67,2.67
03-04-2019 23:00:14:634,1.33,1.67,2.67
03-04-2019 23:00:14:645,1.33,1.67,2.67
03-04-2019 23:00:14:655,1.33,1.67,2.67
03-04-2019 23:00:14:668,1.33,1.67,2.67
03-04-2019 23:00:14:679,1.33,1.67,2.67
03-04-2019 23:00:14:689,1.33,1.67,2.67
03-04-2019 23:00:14:700,1.33,1.67,2.67
03-04-2019 23:00:14:711,1.33,1.67,2.67
03-04-2019 23:00:14:723,1.33,1.67,2.67
03-04-2019 23:00:14:732,1.33,1.67,2.67
03-04-2019 23:00:14:742,1.33,1.67,2.67
03-04-2019 23:00:14:753,1.33,1.67,2.67
03-04-2019 23:00:14:763,1.33,1.67,2.67
03-04-2019 23:00:14:775,1.33,1.67,2.67
03-04-2019 23:00:14:789,1.33,1.67,2.67
03-04-2019 23:00:14:798,1.33,1.67,2.67
03-04-2019 23:00:14:810,1.33,1.67,2.67
03-04-2019 23:00:14:822,1.33,1.67,2.67
03-04-2019 23:00:14:832,1.33,1.67,2.67
03-04-2019 23:00:14:842,1.33,1.67,2.67
03-04-2019 23:00:14:853,1.33,1.67,2.67
03-04-2019 23:00:14:863,1.33,1.67,2.67
03-04-2019 23:00:14:874,1.33,1.67,2.67
03-04-2019 23:00:14:884,1.33,1.67,2.67
03-04-2019 23:00:14:897,1.33,1.67,2.67
03-04-2019 23:00:14:907,1.33,1.67,2.67
03-04-2019 23:00:14:917,1.33,1.67,2.67
03-04-2019 23:00:14:929,1.33,1.67,2.67
03-04-2019 23:00:14:941,1.33,1.67,2.67
03-04-2019 23:00:14:951,1.33,1.67,2.67
03-04-2019 23:00:14:963,1.33,1.67,2.67
03-04-2019 23:00:14:975,1.33,1.67,2.67
03-04-2019 23:00:14:986,1.33,1.67,2.67
03-04-2019 23:00:14:996,1.33,1.67,2.67
03-04-2019 23:00:15:6,1.33,1.67,2.67
03-04-2019 23:00:15:17,1.33,1.67,2.67
03-04-2019 23:00:15:28,1.33,1.67,2.67
03-04-2019 23:00:15:40,1.33,1.67,2.67
03-04-2019 23:00:15:52,1.33,1.67,2.67
03-04-2019 23:00:15:64,1.33,1.67,2.67
03-04-2019 23:00:15:75,1.33,1.67,2.67
03-04-2019 23:00:15:86,1.33,1.67,2.67
03-04-2019 23:00:15:99,1.33,1.67,2.67
03-04-2019 23:00:15:110,1.33,1.67,2.67
03-04-2019 23:00:15:120,1.33,1.67,2.67
03-04-2019 23:00:15:131,1.33,1.67,2.67
03-04-2019 23:00:15:141,1.33,1.67,2.67
03-04-2019 23:00:15:151,1.33,1.67,2.67
03-04-2019 23:00:15:161,1.33,1.67,2.67
03-04-2019 23:00:15:171,1.33,1.67,2.67
03-04-2019 23:00:15:181,1.33,1.67,2.67
03-04-2019 23:00:15:191,1.33,1.67,2.67
03-04-2019 23:00:15:203,1.33,1.67,2.67
03-04-2019 23:00:15:214,1.33,1.67,2.67
03-04-2019 23:00:15:227,1.33,1.67,2.67
03-04-2019 23:00:15:240,1.33,1.67,2.67
03-04-2019 23:00:15:251,1.33,1.67,2.67
03-04-2019 23:00:15:261,1.33,1.67,2.67
03-04-2019 23:00:15:271,1.33,1.67,2.67
03-04-2019 23:00:15:283,1.33,1.67,2.67
03-04-2019 23:00:15:294,1.33,1.67,2.67
03-04-2019 23:00:15:308,1.33,1.67,2.67
03-04-2019 23:00:15:320,1.33,1.67,2.67
03-04-2019 23:00:15:334,1.33,1.67,2.67
03-04-2019 23:00:15:346,1.33,1.67,2.67
03-04-2019 23:00:15:357,1.33,1.67,2.67
03-04-2019 23:00:15:373,1.33,1.67,2.67
03-04-2019 23:00:15:384,1.33,1.67,2.67
03-04-2019 23:00:15:397,1.33,1.67,2.67
03-04-2019 23:00:15:408,1.33,1.67,2.67
03-04-2019 23:00:15:418,1.33,1.67,2.67
03-04-2019 23:00:15:429,1.33,1.67,2.67
03-04-2019 23:00:15:439,1.33,1.67,2.67
03-04-2019 23:00:15:450,1.33,1.67,2.67
03-04-2019 23:00:15:461,1.33,1.67,2.67
03-04-2019 23:00:15:473,1.33,1.67,2.67
03-04-2019 23:00:15:484,1.33,1.67,2.67
03-04-2019 23:00:15:495,1.33,1.67,2.67
03-04-2019 23:00:15:505,1.33,1.67,2.67
03-04-2019 23:00:15:517,1.33,1.67,2.67
03-04-2019 23:00:15:528,1.33,1.67,2.67
03-04-2019 23:00:15:539,1.33,1.67,2.67
03-04-2019 23:00:15:550,1.33,1.67,2.67
03-04-2019 23:00:15:561,1.33,1.67,2.67
03-04-2019 23:00:15:571,1.33,1.67,2.67
03-04-2019 23:00:15:581,1.33,1.67,2.67
03-04-2019 23:00:15:592,1.33,1.67,2.67
03-04-2019 23:00:15:604,1.33,1.67,2.67
03-04-2019 23:00:15:615,1.33,1.67,2.67
03-04-2019 23:00:15:626,1.33,1.67,2.67
03-04-2019 23:00:15:638,1.33,1.67,2.67
03-04-2019 23:00:15:648,1.33,1.67,2.67
03-04-2019 23:00:15:660,1.33,1.67,2.67
03-04-2019 23:00:15:670,1.33,1.67,2.67
03-04-2019 23:00:15:681,1.33,1.67,2.67
03-04-2019 23:00:15:691,1.33,1.67,2.67
03-04-2019 23:00:15:702,1.33,1.67,2.67
03-04-2019 23:00:15:712,1.33,1.67,2.67
03-04-2019 23:00:15:725,1.33,1.67,2.67
03-04-2019 23:00:15:737,1.33,1.67,2.67
03-04-2019 23:00:15:749,1.33,1.67,2.67
03-04-2019 23:00:15:760,1.33,1.67,2.67
03-04-2019 23:00:15:773,1.33,1.67,2.67
03-04-2019 23:00:15:784,1.33,1.67,2.67
03-04-2019 23:00:15:800,1.33,1.67,2.67
03-04-2019 23:00:15:811,1.33,1.67,2.67
03-04-2019 23:00:15:823,1.33,1.67,2.67
03-04-2019 23:00:15:834,1.33,1.67,2.67
03-04-2019 23:00:15:846,1.33,1.67,2.67
03-04-2019 23:00:15:857,1.33,1.67,2.67
03-04-2019 23:00:15:868,1.33,1.67,2.67
03-04-2019 23:00:15:880,1.33,1.67,2.67
03-04-2019 23:00:15:892,1.33,1.67,2.67
03-04-2019 23:00:15:904,1.33,1.67,2.67
03-04-2019 23:00:15:915,1.33,1.67,2.67
03-04-2019 23:00:15:925,1.33,1.67,2.67
03-04-2019 23:00:15:937,1.33,1.67,2.67
03-04-2019 23:00:15:948,1.33,1.67,2.67
03-04-2019 23:00:15:961,1.33,1.67,2.67
03-04-2019 23:00:15:973,1.33,1.67,2.67
03-04-2019 23:00:15:982,1.33,1.67,2.67
03-04-2019 23:00:15:993,1.33,1.67,2.67
03-04-2019 23:00:16:4,1.33,1.67,2.67
03-04-2019 23:00:16:14,1.33,1.67,2.67
03-04-2019 23:00:16:23,1.33,1.67,2.67
03-04-2019 23:00:16:34,1.33,1.67,2.67
03-04-2019 23:00:16:45,1.33,1.67,2.67
03-04-2019 23:00:16:68,1.33,1.67,2.67
03-04-2019 23:00:16:87,1.33,1.67,2.67
03-04-2019 23:00:16:99,1.33,1.67,2.67
03-04-2019 23:00:16:110,1.33,1.67,2.67
03-04-2019 23:00:16:120,1.33,1.67,2.67
03-04-2019 23:00:16:131,1.33,1.67,2.67
03-04-2019 23:00:16:478,1.33,1.67,2.67
03-04-2019 23:00:16:488,1.33,1.67,2.67
03-04-2019 23:00:16:499,1.33,1.67,2.67
03-04-2019 23:00:16:510,1.33,1.67,2.67
03-04-2019 23:00:16:519,1.33,1.67,2.67
03-04-2019 23:00:16:529,1.33,1.67,2.67
03-04-2019 23:00:16:540,1.33,1.67,2.67
03-04-2019 23:00:16:550,1.33,1.67,2.67
03-04-2019 23:00:16:560,1.33,1.67,2.67
03-04-2019 23:00:16:573,1.33,1.67,2.67
03-04-2019 23:00:16:585,1.33,1.67,2.67
03-04-2019 23:00:16:597,1.33,1.67,2.67
03-04-2019 23:00:16:609,1.33,1.67,2.67
03-04-2019 23:00:16:618,1.33,1.67,2.67
03-04-2019 23:00:16:630,1.33,1.67,2.67
03-04-2019 23:00:16:640,1.33,1.67,2.67
03-04-2019 23:00:16:650,1.33,1.67,2.67
03-04-2019 23:00:16:662,1.33,1.67,2.67
03-04-2019 23:00:16:672,1.33,1.67,2.67
03-04-2019 23:00:16:684,1.33,1.67,2.67
03-04-2019 23:00:16:695,1.33,1.67,2.67
03-04-2019 23:00:16:707,1.33,1.67,2.67
03-04-2019 23:00:16:717,1.33,1.67,2.67
03-04-2019 23:00:16:730,1.33,1.67,2.67
03-04-2019 23:00:16:743,1.33,1.67,2.67
03-04-2019 23:00:16:755,1.33,1.67,2.67
03-04-2019 23:00:16:765,1.33,1.67,2.67
03-04-2019 23:00:16:775,1.33,1.67,2.67
03-04-2019 23:00:16:785,1.33,1.67,2.67
03-04-2019 23:00:16:796,1.33,1.67,2.67
03-04-2019 23:00:16:808,1.33,1.67,2.67
03-04-2019 23:00:16:817,1.33,1.67,2.67
03-04-2019 23:00:16:828,1.33,1.67,2.67
03-04-2019 23:00:16:838,1.33,1.67,2.67
03-04-2019 23:00:16:849,1.33,1.67,2.67
03-04-2019 23:00:16:859,1.33,1.67,2.67
03-04-2019 23:00:16:870,1.33,1.67,2.67
03-04-2019 23:00:16:891,1.33,1.67,2.67
03-04-2019 23:00:16:901,1.33,1.67,2.67
03-04-2019 23:00:16:911,1.33,1.67,2.67
03-04-2019 23:00:16:921,1.33,1.67,2.67
03-04-2019 23:00:16:931,1.33,1.67,2.67
03-04-2019 23:00:16:942,1.33,1.67,2.67
03-04-2019 23:00:16:952,1.33,1.67,2.67
03-04-2019 23:00:16:961,1.33,1.67,2.67
03-04-2019 23:00:16:973,1.33,1.67,2.67
03-04-2019 23:00:16:982,1.33,1.67,2.67
03-04-2019 23:00:16:994,1.33,1.67,2.67
03-04-2019 23:00:17:5,1.33,1.67,2.67
03-04-2019 23:00:17:15,1.33,1.67,2.67
03-04-2019 23:00:17:25,1.33,1.67,2.67
03-04-2019 23:00:17:35,1.33,1.67,2.67
03-04-2019 23:00:17:47,1.33,1.67,2.67
03-04-2019 23:00:17:60,1.33,1.67,2.67
03-04-2019 23:00:17:69,1.33,1.67,2.67
03-04-2019 23:00:17:80,1.33,1.67,2.67
03-04-2019 23:00:17:92,1.33,1.67,2.67
03-04-2019 23:00:17:104,1.33,1.67,2.67
03-04-2019 23:00:17:115,1.33,1.67,2.67
03-04-2019 23:00:17:125,1.33,1.67,2.67
03-04-2019 23:00:17:134,1.33,1.67,2.67
03-04-2019 23:00:17:144,1.33,1.67,2.67
03-04-2019 23:00:17:154,1.33,1.67,2.67
03-04-2019 23:00:17:165,1.33,1.67,2.67
03-04-2019 23:00:17:178,1.33,1.67,2.67
03-04-2019 23:00:17:188,1.33,1.67,2.67
03-04-2019 23:00:17:198,1.33,1.67,2.67
03-04-2019 23:00:17:208,1.33,1.67,2.67
03-04-2019 23:00:17:219,1.33,1.67,2.67
03-04-2019 23:00:17:229,1.33,1.67,2.67
03-04-2019 23:00:17:241,1.33,1.67,2.67
03-04-2019 23:00:17:252,1.33,1.67,2.67
03-04-2019 23:00:17:266,1.33,1.67,2.67
03-04-2019 23:00:17:277,1.33,1.67,2.67
03-04-2019 23:00:17:288,1.33,1.67,2.67
03-04-2019 23:00:17:311,1.33,1.67,2.67
03-04-2019 23:00:17:327,1.33,1.67,2.67
03-04-2019 23:00:17:340,1.33,1.67,2.67
03-04-2019 23:00:17:354,1.33,1.67,2.67
03-04-2019 23:00:17:365,1.33,1.67,2.67
03-04-2019 23:00:17:375,1.33,1.67,2.67
03-04-2019 23:00:17:386,1.33,1.67,2.67
03-04-2019 23:00:17:396,1.33,1.67,2.67
03-04-2019 23:00:17:408,1.33,1.67,2.67
03-04-2019 23:00:17:420,1.33,1.67,2.67
03-04-2019 23:00:17:430,1.33,1.67,2.67
03-04-2019 23:00:17:439,1.33,1.67,2.67
03-04-2019 23:00:17:451,1.33,1.67,2.67
03-04-2019 23:00:17:464,1.33,1.67,2.67
03-04-2019 23:00:17:476,1.33,1.67,2.67
03-04-2019 23:00:17:486,1.33,1.67,2.67
03-04-2019 23:00:17:497,1.33,1.67,2.67
03-04-2019 23:00:17:508,1.33,1.67,2.67
03-04-2019 23:00:17:518,1.33,1.67,2.67
03-04-2019 23:00:17:529,1.33,1.67,2.67
03-04-2019 23:00:17:540,1.33,1.67,2.67
03-04-2019 23:00:17:551,1.33,1.67,2.67
03-04-2019 23:00:17:562,1.33,1.67,2.67
03-04-2019 23:00:17:575,1.33,1.67,2.67
03-04-2019 23:00:17:585,1.33,1.67,2.67
03-04-2019 23:00:17:597,1.33,1.67,2.67
03-04-2019 23:00:17:607,1.33,1.67,2.67
03-04-2019 23:00:17:616,1.33,1.67,2.67
03-04-2019 23:00:17:628,1.33,1.67,2.67
03-04-2019 23:00:17:640,1.33,1.67,2.67
03-04-2019 23:00:17:661,1.33,1.67,2.67
03-04-2019 23:00:17:671,1.33,1.67,2.67
03-04-2019 23:00:18:219,1.33,1.67,2.67
03-04-2019 23:00:18:234,1.33,1.67,2.67
03-04-2019 23:00:18:244,1.33,1.67,2.67
03-04-2019 23:00:18:257,1.33,1.67,2.67
03-04-2019 23:00:18:268,1.33,1.67,2.67
03-04-2019 23:00:18:280,1.33,1.67,2.67
03-04-2019 23:00:18:292,1.33,1.67,2.67
03-04-2019 23:00:18:303,1.33,1.67,2.67
03-04-2019 23:00:18:314,1.33,1.67,2.67
03-04-2019 23:00:18:324,1.33,1.67,2.67
03-04-2019 23:00:18:335,1.33,1.67,2.67
03-04-2019 23:00:18:346,1.33,1.67,2.67
03-04-2019 23:00:18:356,1.33,1.67,2.67
03-04-2019 23:00:18:366,1.33,1.67,2.67
03-04-2019 23:00:18:379,1.33,1.67,2.67
03-04-2019 23:00:18:390,1.33,1.67,2.67
03-04-2019 23:00:18:401,1.33,1.67,2.67
03-04-2019 23:00:18:413,1.33,1.67,2.67
03-04-2019 23:00:18:425,1.33,1.67,2.67
03-04-2019 23:00:18:436,1.33,1.67,2.67
03-04-2019 23:00:18:447,1.33,1.67,2.67
03-04-2019 23:00:18:457,1.33,1.67,2.67
03-04-2019 23:00:18:468,1.33,1.67,2.67
03-04-2019 23:00:18:481,1.33,1.67,2.67
03-04-2019 23:00:18:491,1.33,1.67,2.67
03-04-2019 23:00:18:501,1.33,1.67,2.67
03-04-2019 23:00:18:511,1.33,1.67,2.67
03-04-2019 23:00:18:522,1.33,1.67,2.67
03-04-2019 23:00:18:532,1.33,1.67,2.67
03-04-2019 23:00:18:542,1.33,1.67,2.67
03-04-2019 23:00:18:553,1.33,1.67,2.67
03-04-2019 23:00:18:564,1.33,1.67,2.67
03-04-2019 23:00:18:573,1.33,1.67,2.67
03-04-2019 23:00:18:584,1.33,1.67,2.67
03-04-2019 23:00:18:594,1.33,1.67,2.67
03-04-2019 23:00:18:604,1.33,1.67,2.67
03-04-2019 23:00:18:614,1.33,1.67,2.67
03-04-2019 23:00:18:626,1.33,1.67,2.67
03-04-2019 23:00:18:640,1.33,1.67,2.67
03-04-2019 23:00:18:650,1.33,1.67,2.67
03-04-2019 23:00:18:661,1.33,1.67,2.67
03-04-2019 23:00:18:672,1.33,1.67,2.67
03-04-2019 23:00:18:685,1.33,1.67,2.67
03-04-2019 23:00:18:700,1.33,1.67,2.67
03-04-2019 23:00:18:723,1.33,1.67,2.67
03-04-2019 23:00:18:740,1.33,1.67,2.67
03-04-2019 23:00:18:756,1.33,1.67,2.67
03-04-2019 23:00:18:768,1.33,1.67,2.67
03-04-2019 23:00:18:797,1.33,1.67,2.67
03-04-2019 23:00:18:809,1.33,1.67,2.67
03-04-2019 23:00:18:823,1.33,1.67,2.67
03-04-2019 23:00:18:836,1.33,1.67,2.67
03-04-2019 23:00:18:846,1.33,1.67,2.67
03-04-2019 23:00:18:857,1.33,1.67,2.67
03-04-2019 23:00:18:867,1.33,1.67,2.67
03-04-2019 23:00:19:414,1.33,1.67,2.67
03-04-2019 23:00:19:425,1.33,1.67,2.67
03-04-2019 23:00:19:437,1.33,1.67,2.67
03-04-2019 23:00:19:447,1.33,1.67,2.67
03-04-2019 23:00:19:470,1.33,1.67,2.67
03-04-2019 23:00:19:480,1.33,1.67,2.67
03-04-2019 23:00:19:493,1.33,1.67,2.67
03-04-2019 23:00:19:503,1.33,1.67,2.67
03-04-2019 23:00:19:515,1.33,1.67,2.67
03-04-2019 23:00:19:525,1.33,1.67,2.67
03-04-2019 23:00:19:535,1.33,1.67,2.67
03-04-2019 23:00:19:545,1.33,1.67,2.67
03-04-2019 23:00:19:557,1.33,1.67,2.67
03-04-2019 23:00:19:569,1.33,1.67,2.67
03-04-2019 23:00:19:588,1.33,1.67,2.67
03-04-2019 23:00:19:599,1.33,1.67,2.67
03-04-2019 23:00:19:609,1.33,1.67,2.67
03-04-2019 23:00:19:621,1.33,1.67,2.67
03-04-2019 23:00:19:632,1.33,1.67,2.67
03-04-2019 23:00:19:642,1.33,1.67,2.67
03-04-2019 23:00:19:653,1.33,1.67,2.67
03-04-2019 23:00:19:663,1.33,1.67,2.67
03-04-2019 23:00:19:674,1.33,1.67,2.67
03-04-2019 23:00:19:684,1.33,1.67,2.67
03-04-2019 23:00:19:694,1.33,1.67,2.67
03-04-2019 23:00:19:704,1.33,1.67,2.67
03-04-2019 23:00:19:713,1.33,1.67,2.67
03-04-2019 23:00:19:723,1.33,1.67,2.67
03-04-2019 23:00:19:734,1.33,1.67,2.67
03-04-2019 23:00:19:743,1.33,1.67,2.67
03-04-2019 23:00:19:753,1.33,1.67,2.67
03-04-2019 23:00:19:763,1.33,1.67,2.67
03-04-2019 23:00:19:773,1.33,1.67,2.67
03-04-2019 23:00:19:783,1.33,1.67,2.67
03-04-2019 23:00:19:793,1.33,1.67,2.67
03-04-2019 23:00:19:803,1.33,1.67,2.67
03-04-2019 23:00:19:813,1.33,1.67,2.67
03-04-2019 23:00:19:825,1.33,1.67,2.67
03-04-2019 23:00:19:835,1.33,1.67,2.67
03-04-2019 23:00:19:846,1.33,1.67,2.67
03-04-2019 23:00:19:856,1.33,1.67,2.67
03-04-2019 23:00:19:867,1.33,1.67,2.67
03-04-2019 23:00:19:879,1.33,1.67,2.67
03-04-2019 23:00:19:888,1.33,1.67,2.67
03-04-2019 23:00:19:899,1.33,1.67,2.67
03-04-2019 23:00:19:910,1.33,1.67,2.67
03-04-2019 23:00:19:921,1.33,1.67,2.67
03-04-2019 23:00:19:932,1.33,1.67,2.67
03-04-2019 23:00:19:943,1.33,1.67,2.67
03-04-2019 23:00:19:953,1.33,1.67,2.67
03-04-2019 23:00:19:963,1.33,1.67,2.67
03-04-2019 23:00:19:973,1.33,1.67,2.67
03-04-2019 23:00:19:984,1.33,1.67,2.67
03-04-2019 23:00:19:994,1.33,1.67,2.67
03-04-2019 23:00:20:4,1.33,1.67,2.67
03-04-2019 23:00:20:16,1.33,1.67,2.67
03-04-2019 23:00:20:28,1.33,1.67,2.67
03-04-2019 23:00:20:46,1.33,1.67,2.67
03-04-2019 23:00:20:58,1.33,1.67,2.67
03-04-2019 23:00:20:69,1.33,1.67,2.67
03-04-2019 23:00:20:80,1.33,1.67,2.67
03-04-2019 23:00:20:90,1.33,1.67,2.67
03-04-2019 23:00:20:102,1.33,1.67,2.67
03-04-2019 23:00:20:112,1.33,1.67,2.67
03-04-2019 23:00:20:122,1.33,1.67,2.67
03-04-2019 23:00:20:134,1.33,1.67,2.67
03-04-2019 23:00:20:143,1.33,1.67,2.67
03-04-2019 23:00:20:154,1.33,1.67,2.67
03-04-2019 23:00:20:165,1.33,1.67,2.67
03-04-2019 23:00:20:176,1.33,1.67,2.67
03-04-2019 23:00:20:186,1.33,1.67,2.67
03-04-2019 23:00:20:197,1.33,1.67,2.67
03-04-2019 23:00:20:206,1.33,1.67,2.67
03-04-2019 23:00:20:217,1.33,1.67,2.67
03-04-2019 23:00:20:252,1.33,1.67,2.67
03-04-2019 23:00:20:263,1.33,1.67,2.67
03-04-2019 23:00:20:273,1.33,1.67,2.67
03-04-2019 23:00:20:284,1.33,1.67,2.67
