timestamp,PupilLeft,PupilRight,ValidityL,ValidityR,Gpx,Gpy,Fixation,Event,AOI
03-04-2019 23:00:26:453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:26:555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:26:658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:26:760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:26:865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:26:967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:27:908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:28:936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:454,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0 
03-04-2019 23:00:29:556,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:29:657,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:29:761,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:29:863,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:29:965,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:67,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:171,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:275,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:376,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:481,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:583,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:688,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:790,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:895,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:30:999,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:103,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:209,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:323,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:424,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:529,0.0,0.0,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:634,0.0,5.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:737,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:841,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:31:944,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:51,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:154,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:257,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:362,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:468,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:572,0.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:674,6.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:778,6.5,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:883,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:32:987,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:91,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:193,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:296,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:401,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:504,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:608,7.0,7.5,0.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:712,7.0,7.5,3.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:818,7.0,7.5,3.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:33:919,7.0,7.5,3.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:22,7.0,7.5,3.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:123,7.0,7.5,3.0,0.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:224,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:328,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:432,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:533,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:636,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:737,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:838,7.0,7.5,3.0,3.0,188.0,509.0,0.0,0.0,0.0 
03-04-2019 23:00:34:943,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:50,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:157,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:261,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:368,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:474,7.0,7.5,3.0,3.0,188.0,509.0,15.0,0.0,0.0 
03-04-2019 23:00:35:576,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:35:680,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:35:784,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:35:890,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:35:991,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:36:105,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:36:208,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,0.0 
03-04-2019 23:00:36:312,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:414,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:518,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:619,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:722,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:825,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:36:926,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:39,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:141,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:246,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:350,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:454,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:558,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:662,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:764,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:868,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:37:972,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:75,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:193,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:298,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:401,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:501,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:602,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:703,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:804,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:38:905,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:8,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:111,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:214,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:318,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:421,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:522,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:624,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:727,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:831,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:39:934,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:37,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:138,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:242,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:343,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:444,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:547,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:650,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:753,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:856,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:40:961,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:63,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:167,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:268,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:371,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:475,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:579,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:683,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:786,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:887,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:41:989,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:93,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:194,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:300,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:402,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:506,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:607,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:708,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:811,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:42:914,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:18,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:121,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:223,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:328,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:434,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:536,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:638,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:744,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:846,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:43:950,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:52,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:154,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
