timestamp,Agreement,Concentrating,Disagreement,Interested,Thinking,Unsure
03-04-2019 23:00:06:464,0.4339421302293375,0.178713758495345,0.25143065844716894,0.6655739928541696,0.6918287647142475,0.251003052780152 
03-04-2019 23:00:06:500,0.6835139265460402,0.35376378656508156,0.11733724918168154,0.24454368242362534,0.6904401892875227,0.39421720264559124 
03-04-2019 23:00:06:541,0.20239549133644064,0.9783960877850467,0.7076381114170668,0.47639139778977324,0.28316896918399714,0.6604680730176818 
03-04-2019 23:00:06:577,0.08999967109623974,0.7005106926079722,0.6643917444147575,0.6564393861417551,0.33161447147684275,0.2716070680674185 
03-04-2019 23:00:06:613,0.16310006059533533,0.9668100439867228,0.22364931255308163,0.7564187844502214,0.06043265126784714,0.05464131269784689 
03-04-2019 23:00:06:650,0.3703565707873727,0.11572926192261968,0.5671069869968657,0.3145711397742026,0.5488327877221231,0.34527313813241256 
03-04-2019 23:00:06:689,0.37726624810491804,0.55014681941415,0.2116965491293723,0.9956863890907129,0.4626509134268715,0.6548540882538703 
03-04-2019 23:00:06:727,0.009187400665148115,0.6107506725772668,0.5809838670650782,0.3972406896444819,0.5409901631744463,0.5560963350733303 
03-04-2019 23:00:06:769,0.4598679266030762,0.5203285834810061,0.3411941324726563,0.36126856804896856,0.8779811825934304,0.865913880941685 
03-04-2019 23:00:06:809,0.6325334370475197,0.05261523677662405,0.2278741479581896,0.32645753052646487,0.843174397827152,0.015492073306424325 
03-04-2019 23:00:06:858,0.23997015144904532,0.7731731450879239,0.8369490270065219,0.05102235476051531,0.437408448613384,0.4686163527457473 
03-04-2019 23:00:06:899,0.738473897342821,0.04016545952021422,0.6466591255692398,0.669896968487476,0.900951051205077,0.05703596314761128 
03-04-2019 23:00:06:934,0.5778995053349258,0.1748602918908575,0.3526004986343194,0.05417749391468585,0.34087732701461415,0.567490045752728 
03-04-2019 23:00:06:972,0.5087420006659116,0.13096725124486064,0.9005428827453578,0.4650046929469511,0.614427588128522,0.18017815719658914 
03-04-2019 23:00:07:8,0.5860460651911211,0.7640629784354223,0.6773595649941798,0.8163522788355232,0.823121402283079,0.18133707771221408 
03-04-2019 23:00:07:45,0.5397369031981148,0.03532297082109492,0.9687142456261,0.5689491038404838,0.36717565121566476,0.29102457457811914 
03-04-2019 23:00:07:84,0.7317753026221182,0.08314889601860553,0.6276423616255087,0.2114458040003201,0.9611241514361827,0.7891762723715506 
03-04-2019 23:00:07:124,0.9568580405087966,0.3516312986702451,0.5040051426786085,0.1010802563935489,0.05901676777105758,0.0746990670497032 
03-04-2019 23:00:07:161,0.7942858301782512,0.9705973942144037,0.43771544844293575,0.07192469839441262,0.30895148718388576,0.07905633871024254 
03-04-2019 23:00:07:197,0.294446266237133,0.6127415923795002,0.3682577079657182,0.729853282422315,0.43383255282173605,0.38625416665829415 
03-04-2019 23:00:07:233,0.2793804528792345,0.9971154106971399,0.044671037468259955,0.44271276563837303,0.2707410968243078,0.05741246280430734 
03-04-2019 23:00:07:270,0.24444900654091706,0.647018488949307,0.801131324061138,0.35929798324988793,0.7279287620216859,0.3176900068497154 
03-04-2019 23:00:07:308,0.9268411610505255,0.17592986370505848,0.010318163066850738,0.5918741288766589,0.11401175819703879,0.5253832922722422 
03-04-2019 23:00:07:344,0.2940401218091442,0.5369627475021088,0.6026975053784926,0.8597044252288502,0.6915144294065032,0.7027401302953761 
03-04-2019 23:00:07:384,0.22500714002983502,0.21207810360224622,0.09912800080293427,0.6626135217624377,0.5773515864755423,0.5177510552931478 
03-04-2019 23:00:07:425,0.7761331379887274,0.08048890058451241,0.9013793944961849,0.5177270251907777,0.5685393371388576,0.02522215467121769 
03-04-2019 23:00:07:461,0.29022566110027737,0.10192857822837886,0.1978578960604913,0.11768512045412793,0.5451305147601923,0.0555243072596705 
03-04-2019 23:00:07:500,0.027534153524412797,0.9758490307367944,0.7015109133219136,0.04311762156304555,0.07893165282562431,0.335297995843608 
03-04-2019 23:00:07:540,0.5269806940110705,0.5586514553465176,0.9545997352499361,0.020021122310689532,0.9286142743538792,0.3643692703368103 
03-04-2019 23:00:07:575,0.7038670064359369,0.8718131815232176,0.9307975149098271,0.4388009702992093,0.1326853195455131,0.055362855138134326 
03-04-2019 23:00:07:611,0.2891052528222048,0.4019399320385839,0.38082289646421996,0.686229131000325,0.19018512659701547,0.5193407613569277 
03-04-2019 23:00:07:650,0.1553185860449151,0.911332496423606,0.4396793389320558,0.25271516452310505,0.7244400319928787,0.44512829277772537 
03-04-2019 23:00:07:687,0.3060950955391373,0.9738718279605141,0.3954003486062594,0.26718609346471367,0.44692620061288835,0.8291119816973942 
03-04-2019 23:00:07:725,0.4683012869391686,0.7996823181698013,0.9707329522186222,0.4430403082066603,0.2638370823088164,0.2849628857786264 
03-04-2019 23:00:07:763,0.7755974767244989,0.3095852306206074,0.0615976214658327,0.27252301433718473,0.24388689893403426,0.9715264004047067 
03-04-2019 23:00:07:801,0.31619367246133756,0.8604305044043303,0.7921550664554923,0.8702068980745271,0.6294552365152687,0.4701930887208544 
03-04-2019 23:00:07:841,0.060082156400645514,0.4244216689744952,0.9462636084864187,0.07135907260414043,0.5489029561283427,0.7204965044760885 
03-04-2019 23:00:07:877,0.14024384173755433,0.4138933174023324,0.7990183092919881,0.7671207790269243,0.6721470942314097,0.4594252038194868 
03-04-2019 23:00:07:913,0.366873593736578,0.5068640082575859,0.8296653439666314,0.9351395413662471,0.19653182187462503,0.9484825234677736 
03-04-2019 23:00:07:953,0.6175010109886677,0.8063581243240232,0.16607039262761247,0.8589120919396477,0.9733720491015062,0.5224353630602642 
03-04-2019 23:00:07:989,0.4123444905780732,0.8238832332623159,0.019024434583540972,0.7449904537909168,0.3408663342126791,0.7478766361495264 
03-04-2019 23:00:08:24,0.22777504001257587,0.5707733618602026,0.5636814287809334,0.013278936716666467,0.7098327128411371,0.42142370681022645 
03-04-2019 23:00:08:60,0.5254492962952002,0.6096668624005844,0.5723214753562225,0.08005871441353951,0.1850588910366534,0.7317457580083623 
03-04-2019 23:00:08:99,0.27644113132078496,0.17911210515193132,0.7708522924154135,0.6244397135525527,0.408754781827143,0.21605806291202856 
03-04-2019 23:00:08:139,0.757255526029789,0.7435003763962499,0.24410855236501117,0.011958889606625944,0.35917922389370494,0.8651230619762481 
03-04-2019 23:00:08:176,0.5026816445373807,0.24691412182463313,0.7612945883307183,0.690086978985297,0.561537551154476,0.6645086026666301 
03-04-2019 23:00:08:213,0.4359163143188238,0.9302395209700564,0.02994541012026153,0.5231979245849542,0.33370756096969567,0.2628789447941048 
03-04-2019 23:00:08:249,0.8699891220016425,0.9415117571581347,0.21474997789677308,0.9789077852169832,0.46060209032170785,0.20913728846444624 
03-04-2019 23:00:08:285,0.25482597782351213,0.983107840584839,0.7379624454035352,0.9394357868947925,0.060956043710371444,0.9052995417467121 
03-04-2019 23:00:08:324,0.053974515480123775,0.10014859869469583,0.05677267091486582,0.4241619652454304,0.15432195506859325,0.28378052710799784 
03-04-2019 23:00:08:362,0.1350677927666415,0.7721188328888218,0.16842506272374846,0.6274776806750924,0.5218780571195518,0.0734383050630536 
03-04-2019 23:00:08:405,0.3013125253741463,0.7664065459874959,0.08769340247523727,0.35410478128410083,0.17239000478710775,0.1411739858131943 
03-04-2019 23:00:08:443,0.053964509012381257,0.33624012512387325,0.5766966947174971,0.5903474013046369,0.18275642986213692,0.9171822551173934 
03-04-2019 23:00:08:485,0.167649814383793,0.16916580374818935,0.61925915419565,0.5400312077726851,0.7192593369221985,0.14234882663178106 
03-04-2019 23:00:08:521,0.20094166484032439,0.06787395932339224,0.8384097680047333,0.2948642247529708,0.6054842308043747,0.05244441702137126 
03-04-2019 23:00:08:556,0.09944911825586,0.7569005097748291,0.40869314029729076,0.5601726438471082,0.9234292345282984,0.5620120653132435 
03-04-2019 23:00:08:591,0.3986939111581771,0.8896955373585075,0.4528098031255775,0.20764158601878902,0.5952903514477338,0.7823372306124045 
03-04-2019 23:00:08:629,0.5877126542143081,1.8656568018782238E-4,0.5656680602577323,0.47281564323492276,0.833732477213627,0.5271639628677397 
03-04-2019 23:00:08:667,0.5908856966125221,0.5267433493180396,0.15399999831480615,0.7747539016599669,0.5605094131838326,0.00883944425454175 
03-04-2019 23:00:08:703,0.850934018210265,0.8048181932932871,0.31997149782247447,0.9091512636308032,0.10552199793944195,0.16546401443041103 
03-04-2019 23:00:08:740,0.586289281755134,0.48332342200621337,0.7694509890932814,0.38335769871330483,0.9364582179532126,0.8051778796918408 
03-04-2019 23:00:08:777,0.08686219755859148,0.5087906596717614,0.7006289231789338,0.6639456622448693,0.9884594187561845,0.5075411517699618 
03-04-2019 23:00:08:814,0.30834916870089724,0.0887879239847994,0.7716233022827822,0.8057968073863034,0.5121724478479347,0.8851951711583078 
03-04-2019 23:00:08:852,0.35498892082989253,0.014694303392145391,0.9606670872378859,0.4690503977255345,0.6200739385531198,0.05106139284873723 
03-04-2019 23:00:08:889,0.16681857621881235,0.16752861445467837,0.4586924583150396,0.23519620986901113,0.8851181770293961,0.04556445980702617 
03-04-2019 23:00:08:925,0.6243801237504927,0.8798576975695921,0.31468105863242746,0.25911974449466446,0.7250188562509627,0.27272199606724923 
03-04-2019 23:00:08:960,0.27287571241504505,0.5589855234381658,0.6577271516176161,0.2612705245541994,0.735222028887253,0.3421248455409478 
03-04-2019 23:00:08:998,0.6765714471419564,0.12111905062432682,0.6331333676047702,0.3542387738411923,0.5313078973564672,0.9852905108505022 
03-04-2019 23:00:09:38,0.4074879993987446,0.20493708388102427,0.746758564493706,0.9898896767273707,0.35809043642862604,0.3240033361826582 
03-04-2019 23:00:09:75,0.4488186157812406,0.5814682370542755,0.6457714051545485,0.37085685867159845,0.9222425706664842,0.7256497304246433 
03-04-2019 23:00:09:112,0.9934134585874262,0.3409539112539146,0.5658277760749812,0.16679477844232027,0.3926301622732431,0.6928813893273136 
03-04-2019 23:00:09:150,0.9131104269118377,0.29905969325253734,0.6162211844641712,0.6834735683997986,0.5849531902730046,0.7883014248974302 
03-04-2019 23:00:09:189,0.9927492825613534,0.21194370173319932,0.7428497991364418,0.038324322961758917,0.5766330657771348,0.416849847279517 
03-04-2019 23:00:09:226,0.33093370543312073,0.5567562989650887,0.7431243578197216,0.26605548333789053,0.22547803510691145,0.4132108269121295 
03-04-2019 23:00:09:268,0.5291925404336746,0.24289962336254434,0.6459711746525121,0.49330090701983353,0.9681616993977187,0.28938096487529363 
03-04-2019 23:00:09:303,0.8463843520105032,0.10122176432493646,0.6249106046864255,0.32897033535595255,0.08323768946859056,0.34380692301592597 
03-04-2019 23:00:09:339,0.04580744363981426,0.2731706021432083,0.21647710687602684,0.9820299696866235,0.21816023928275352,0.08666282462918995 
03-04-2019 23:00:09:375,0.5970485064732345,0.41562746948619556,0.004132187216517091,0.432875310963175,0.4331848138542682,0.5883740256444091 
03-04-2019 23:00:09:413,0.4918040004163454,0.6925439881754312,0.7117387316751049,0.147487520323495,0.4313931439240771,0.7320684820538799 
03-04-2019 23:00:09:450,0.5185540919297277,0.7315428803818188,0.29479709889960626,0.48261753058582024,0.8108896065126516,0.3102662050847962 
03-04-2019 23:00:09:487,0.6761500301847886,0.2436782790164772,0.6430691366275193,0.023681186630514217,0.7264442050490326,0.6596925494022428 
03-04-2019 23:00:09:526,0.7429565937041117,0.858119581442331,0.8094229650897321,0.193086396234191,0.4064129265587214,0.0817935362091462 
03-04-2019 23:00:09:562,0.40351226429788656,0.9512085313516655,0.07891742923517209,0.35097781203595324,0.09455047402525263,0.37058440816774074 
03-04-2019 23:00:09:599,0.6446221213378255,0.19118536156946198,0.7632214738074381,0.41020592925866517,0.10895980281169182,0.46884792485952365 
03-04-2019 23:00:09:638,0.9612197146008519,0.48239150208097037,0.34361436791564504,0.5273693590237821,0.7158959356393814,0.7911266379373487 
03-04-2019 23:00:09:680,0.038680417745334705,0.503192168667472,0.9469506139072197,0.13590971069192825,0.3086452919558209,0.9056509127347276 
03-04-2019 23:00:09:715,0.3578914954857012,0.9145736371065222,0.9974775261399718,0.09931693721796242,0.6783536763703171,0.4734558245491758 
03-04-2019 23:00:09:751,0.558762165845587,0.8225194609455361,0.20812768293312223,0.7990151763697615,0.7681879354286354,0.19913032734729774 
03-04-2019 23:00:09:789,0.8165970856096331,0.7557809165420183,0.6813402373223795,0.32681576355476183,0.3075059600272496,0.6611016063402662 
03-04-2019 23:00:09:825,0.4667108776860338,0.6006137571372756,0.1513652289382318,0.501914009324897,0.870454176536959,0.3515417505905326 
03-04-2019 23:00:09:863,0.16942454449040933,0.05801378684626601,0.8089026801597807,0.14521706149665048,0.9533995300561888,0.5840752924970238 
03-04-2019 23:00:09:899,0.05278430772253606,0.3658054021455588,0.13748832005902667,0.6346149211283432,0.7271880808904949,0.6481099652827667 
03-04-2019 23:00:09:936,0.0470962769415777,0.6476685982307682,0.3861040814880323,0.23697620571983335,0.8538298404726402,0.7816777871203728 
03-04-2019 23:00:09:973,0.22197529736799226,0.5493563528887592,0.25678897007522705,0.9993304435743178,0.1637806145015719,0.0019095054596230954 
03-04-2019 23:00:10:13,0.12394336137202255,0.49742732343356955,0.05773716998220657,0.2303228794828176,0.3032667491678822,0.5524160601737019 
03-04-2019 23:00:10:50,0.809072490295889,0.813886593142828,0.611908627055957,0.1604644166053536,0.4735338594149837,0.884608625665495 
03-04-2019 23:00:10:86,0.9420849044418123,0.2412807439118817,0.6806949341487003,0.9591057046856694,0.2138578115269517,0.11467299921061469 
03-04-2019 23:00:10:125,0.5275228681701308,0.00859591391335146,0.994544513160254,0.02170703335372337,0.04965852856387887,0.4747212764324106 
03-04-2019 23:00:10:161,0.18755164758054432,0.21220464924397453,0.9382907288740955,0.6687830835023184,0.3350276695059007,0.43598967555239176 
03-04-2019 23:00:10:201,0.9339555994714855,0.5819089820258798,0.03755583868783263,0.6438048075678616,0.7322320432526779,0.8773824553679458 
03-04-2019 23:00:10:240,0.8777694257021005,0.9506381528940675,0.08874114728759686,0.4024095261221723,0.25438810913953713,0.805965764396409 
03-04-2019 23:00:10:277,0.5971486908221301,0.7568982196529221,0.9363066291569319,0.5050924860849798,0.35592744742771065,0.6427370836519517 
03-04-2019 23:00:10:318,0.0028449125345296755,0.8217769147643492,0.12093866905870354,0.8241008558825168,0.054535173789491576,0.164503467033161 
03-04-2019 23:00:10:354,0.4672779455582272,0.07465931536644999,0.8778292880578423,0.6137625457507085,0.6748828812181491,0.2073859755682418 
03-04-2019 23:00:10:389,0.7003414034471126,0.7304171817869983,0.9644701611957224,0.30052689936708765,0.6580726768710208,0.24368358644972432 
03-04-2019 23:00:10:430,0.5089512649805081,0.3189724817825371,0.30594305467495,0.4537936034913186,0.20524392870296948,0.37810662421344876 
03-04-2019 23:00:10:468,0.848558913907398,0.7412423284937595,0.9551238975831662,0.561829008894347,0.24610422459180292,0.5332901232938334 
03-04-2019 23:00:10:505,0.9231611376668556,0.03062019517978365,0.6376873870048131,0.9240775442808717,0.3418986032134739,0.2522768787736418 
03-04-2019 23:00:10:541,0.5087222714394141,0.08734219682521882,0.8292323931688673,0.8597095070439088,0.11147526162740506,0.26491419155641616 
03-04-2019 23:00:10:578,0.9895180493858259,0.23739507341087585,0.7974238869402113,0.12414224728251522,0.4359430743686672,0.8014709024014857 
03-04-2019 23:00:10:617,0.9117647385009408,0.9110207327245633,0.7763452889387894,0.5050207489931773,0.10870092191158409,0.23515410785718982 
03-04-2019 23:00:10:654,0.5926348076078317,0.5394073813783227,0.6992730720924445,0.5756285144320409,0.5396497644746322,0.33717898721567197 
03-04-2019 23:00:10:691,0.11805721162621541,0.7506302644660985,0.30438494517162884,0.5974111463279881,0.6696653988084128,0.6283476995798248 
03-04-2019 23:00:10:727,0.587851172340048,0.6306888370701975,0.2215389846856637,0.2588999739170197,0.5107017315302426,0.31418051573517425 
03-04-2019 23:00:10:765,0.2746446701365609,0.4564792833044883,0.5326310610144863,0.6037902878561121,0.6511043120253264,0.7270558428217639 
03-04-2019 23:00:10:802,0.9349673472859364,0.16037141610922623,0.5802527194861383,0.6636831771066605,0.029723606351934495,0.11510798701345681 
03-04-2019 23:00:10:841,0.567598761890567,0.8792964914129205,0.9547766510153608,0.18450798593056528,0.33510972475949474,0.2180425916373958 
03-04-2019 23:00:10:879,0.7353498600245744,0.5759904295721633,0.6249756417589706,0.42910980822480804,0.8218130564416142,0.8524746332743626 
03-04-2019 23:00:10:914,0.8459646683534044,0.08053998679670082,0.45686454602351945,0.8965876397900477,0.3848857186849417,0.2602418743995839 
03-04-2019 23:00:10:952,0.04918240196687729,0.7742031038274503,0.3176463741899196,0.3080929277046208,0.8787472278221616,0.655273498375245 
03-04-2019 23:00:10:992,0.330013414251329,0.3907146531904079,0.9339854599242206,0.3389245752748804,0.11150891799063078,0.3581949117525224 
03-04-2019 23:00:11:31,0.9008843751942806,0.3747060256598773,0.055245591566886465,0.7931314438988302,0.2712425164687384,0.9344545114164778 
03-04-2019 23:00:11:68,0.7978005766332782,0.8352771940889604,0.4739047492338593,0.5274170606307211,0.0049391761421797575,0.10793001922075196 
03-04-2019 23:00:11:104,0.47713833899176783,0.47146614652308094,0.41140743866840424,0.6522385892928745,0.7215730106380879,0.13654774892541544 
03-04-2019 23:00:11:144,0.28991604427022,0.9600410421538215,0.5507259505872069,0.5999358565168144,0.2425037601451676,0.07090339882351293 
03-04-2019 23:00:11:183,0.20721215392191905,0.12820675641025137,0.7229736971652614,0.9523493270492083,0.20984459671892486,0.6805297323967127 
03-04-2019 23:00:11:221,0.003730658709909296,0.16377079239120917,0.34291764459420027,0.7789151493539017,0.5267194049473871,0.6052879157851018 
03-04-2019 23:00:11:256,0.3331235511559154,0.718279777899758,0.6716446612216985,0.10810641659746123,0.07836122009369384,0.4236942552929406 
03-04-2019 23:00:11:296,0.2335550345251276,0.24345923771752276,0.3616245028721963,0.4160743396163262,0.9010847701647474,0.5216928271409363 
03-04-2019 23:00:11:334,0.49189793671858506,0.9426476878241681,0.040055804763942104,0.6932929302547182,0.46780503681938024,0.21737982198922667 
03-04-2019 23:00:11:371,0.09892692551828008,0.5611744813580058,0.8562904563185989,0.585890389103972,0.8317105026271243,0.21924894360670122 
03-04-2019 23:00:11:406,0.7513688729385278,0.6736646231921799,0.12671016429238624,0.6477271573702102,0.16124684463615746,0.6129153128244166 
03-04-2019 23:00:11:442,0.6065324727750749,0.31854588266016515,0.19049303872851575,0.5178165058327084,0.1642269552219966,0.445991496749644 
03-04-2019 23:00:11:482,0.8671365403187826,0.5540299778405018,0.25711385421726207,0.09892280839484702,0.546515654610502,0.6156815701737547 
03-04-2019 23:00:11:520,0.6404089035689235,0.3109232779711141,0.15593106625214181,0.3550469659968407,0.3499418375999257,0.12703782400613506 
03-04-2019 23:00:11:558,0.8926174606596448,0.3695864563786375,0.6168380937597499,0.4230520237299791,0.6316183244739868,0.36044011605505755 
03-04-2019 23:00:11:594,0.37029436249878644,0.45278881418507144,0.8263633093517201,0.48475102666832093,0.21051142923490318,0.6230341307487017 
03-04-2019 23:00:11:634,0.6466886128824998,0.5084247529220968,0.6432485664880685,0.6952303402680947,0.8087677265182428,0.9969920220037778 
03-04-2019 23:00:11:672,0.47178680800610806,0.8662988615751086,0.38581040988801774,0.8856092314311388,0.9213623600092536,0.41755851972740987 
03-04-2019 23:00:11:709,0.05639385161957344,0.9773040307169335,0.2665331975386306,0.7848963384271318,0.5050478924013658,0.6965390823812849 
03-04-2019 23:00:11:745,0.7922072971314906,0.6064646976779073,0.10353631132142171,0.11816182739964831,0.5953564042483414,0.07868591579803785 
03-04-2019 23:00:11:783,0.34206763091766623,0.530854358428044,0.5425801265292215,0.5577594584288149,0.410686486948059,0.745169895539013 
03-04-2019 23:00:11:821,0.48005947041890007,0.977631783649677,0.04633319978333694,0.015815472240201967,0.3723520990152508,0.11225880748450867 
03-04-2019 23:00:11:859,0.7735250667449405,0.9221332427616626,0.3778977707980511,0.2891756046958004,0.8545203841838219,0.4255534008884051 
03-04-2019 23:00:11:899,0.2705048139663949,0.9525180816511567,0.07400736128912433,0.8408882527816043,0.8023253993010415,0.31771416544311426 
03-04-2019 23:00:11:935,0.8151971008797742,0.8381061770343398,0.6759383567564589,0.9275368545317523,0.10642579591314005,0.9492487110332313 
03-04-2019 23:00:11:974,0.9449762758481834,0.07053242375803748,0.5442895467905713,0.6103300682469583,0.25328328487097007,0.49790180689393815 
03-04-2019 23:00:12:10,0.8066530344905929,0.035903181310180665,0.1630680823440892,0.8549652258860595,0.21158756735176454,0.24584100106793771 
03-04-2019 23:00:12:49,0.08005589730418905,0.7668925265433735,0.5471759297501936,0.16118176821069052,0.9582719464419256,0.597694448917996 
03-04-2019 23:00:12:84,0.9932060310292526,0.3721311734478665,0.9727846338620961,0.4332786188833224,0.49750571640881236,0.14754578689177678 
03-04-2019 23:00:12:120,0.35647213538921096,0.9283631848670951,0.1985786729921688,0.7435178296038567,0.7024363185897587,0.40814882194568136 
03-04-2019 23:00:12:156,0.9173194561189155,0.2222685047872025,0.13508838872999673,0.0067998640991306925,0.2790502226222078,0.46632784881196565 
03-04-2019 23:00:12:191,0.9950407748717462,0.7904076858392587,0.6717313082415806,0.7910533344974257,0.1700010244996557,0.14440467604439322 
03-04-2019 23:00:12:229,0.3202119228973175,0.922099868652592,0.5071430786393631,0.4591073119122987,0.8412933278244402,0.37645232195903344 
03-04-2019 23:00:12:264,0.5942763207673808,0.30124834393548794,0.6668294788189738,0.4022891047237218,0.9188689669074988,0.6068508453449314 
03-04-2019 23:00:12:302,0.9754602725240402,0.524268128535644,0.9905864102489278,0.21930815617961286,0.6133018425914095,0.8161241771391118 
03-04-2019 23:00:12:343,0.815274475022179,0.2887760777651319,0.3560757062402016,0.7452814031782975,0.13162639783386376,0.7560694708085957 
